row_key,CLM_ID,injection_type
batch-2-R000000,BATCH-2-CLM-0000000,none
batch-2-R000001,BATCH-2-CLM-0000001,none
batch-2-R000002,BATCH-2-CLM-0000002,none
batch-2-R000003,BATCH-2-CLM-0000003,none
batch-2-R000004,BATCH-2-CLM-0000004,none
batch-2-R000005,BATCH-2-CLM-0000005,none
batch-2-R000006,BATCH-2-CLM-0000006,none
batch-2-R000007,BATCH-2-CLM-0000007,none
batch-2-R000008,BATCH-2-CLM-0000008,none
batch-2-R000009,BATCH-2-CLM-0000009,none
batch-2-R000010,BATCH-2-CLM-0000010,none
batch-2-R000011,BATCH-2-CLM-0000011,none
batch-2-R000012,BATCH-2-CLM-0000012,none
batch-2-R000013,BATCH-2-CLM-0000013,none
batch-2-R000014,BATCH-2-CLM-0000014,none
batch-2-R000015,BATCH-2-CLM-0000015,none
batch-2-R000016,BATCH-2-CLM-0000016,none
batch-2-R000017,BATCH-2-CLM-0000017,none
batch-2-R000018,BATCH-2-CLM-0000018,none
batch-2-R000019,BATCH-2-CLM-0000019,none
batch-2-R000020,BATCH-2-CLM-0000020,none
batch-2-R000021,BATCH-2-CLM-0000021,none
batch-2-R000022,BATCH-2-CLM-0000022,none
batch-2-R000023,BATCH-2-CLM-0000023,none
batch-2-R000024,BATCH-2-CLM-0000024,none
batch-2-R000025,BATCH-2-CLM-0000025,none
batch-2-R000026,BATCH-2-CLM-0000026,none
batch-2-R000027,BATCH-2-CLM-0000027,none
batch-2-R000028,BATCH-2-CLM-0000028,none
batch-2-R000029,BATCH-2-CLM-0000029,none
batch-2-R000030,BATCH-2-CLM-0000030,none
batch-2-R000031,BATCH-2-CLM-0000031,none
batch-2-R000032,BATCH-2-CLM-0000032,none
batch-2-R000033,BATCH-2-CLM-0000033,none
batch-2-R000034,BATCH-2-CLM-0000034,none
batch-2-R000035,BATCH-2-CLM-0000035,none
batch-2-R000036,BATCH-2-CLM-0000036,none
batch-2-R000037,BATCH-2-CLM-0000037,none
batch-2-R000038,BATCH-2-CLM-0000038,none
batch-2-R000039,BATCH-2-CLM-0000039,none
batch-2-R000040,BATCH-2-CLM-0000040,none
batch-2-R000041,BATCH-2-CLM-0000041,none
batch-2-R000042,BATCH-2-CLM-0000042,none
batch-2-R000043,BATCH-2-CLM-0000043,none
batch-2-R000044,BATCH-2-CLM-0000044,none
batch-2-R000045,BATCH-2-CLM-0000045,none
batch-2-R000046,BATCH-2-CLM-0000046,none
batch-2-R000047,BATCH-2-CLM-0000047,none
batch-2-R000048,BATCH-2-CLM-0000048,none
batch-2-R000049,BATCH-2-CLM-0000049,none
batch-2-R000050,BATCH-2-CLM-0000050,none
batch-2-R000051,BATCH-2-CLM-0000051,none
batch-2-R000052,BATCH-2-CLM-0000052,none
batch-2-R000053,BATCH-2-CLM-0000053,none
batch-2-R000054,BATCH-2-CLM-0000054,none
batch-2-R000055,BATCH-2-CLM-0000055,none
batch-2-R000056,BATCH-2-CLM-0000056,none
batch-2-R000057,BATCH-2-CLM-0000057,none
batch-2-R000058,BATCH-2-CLM-0000026,none
batch-2-R000059,BATCH-2-CLM-0000045,none
batch-2-R000060,BATCH-2-CLM-0000058,none
batch-2-R000061,BATCH-2-CLM-0000059,none
batch-2-R000062,BATCH-2-CLM-0000060,none
batch-2-R000063,BATCH-2-CLM-0000061,none
batch-2-R000064,BATCH-2-CLM-0000062,none
batch-2-R000065,BATCH-2-CLM-0000063,none
batch-2-R000066,BATCH-2-CLM-0000064,none
batch-2-R000067,BATCH-2-CLM-0000065,none
batch-2-R000068,BATCH-2-CLM-0000066,none
batch-2-R000069,BATCH-2-CLM-0000067,none
batch-2-R000070,BATCH-2-CLM-0000068,none
batch-2-R000071,BATCH-2-CLM-0000069,none
batch-2-R000072,BATCH-2-CLM-0000070,none
batch-2-R000073,BATCH-2-CLM-0000071,none
batch-2-R000074,BATCH-2-CLM-0000072,none
batch-2-R000075,BATCH-2-CLM-0000073,none
batch-2-R000076,BATCH-2-CLM-0000074,none
batch-2-R000077,BATCH-2-CLM-0000075,none
batch-2-R000078,BATCH-2-CLM-0000076,none
batch-2-R000079,BATCH-2-CLM-0000077,none
batch-2-R000080,BATCH-2-CLM-0000078,none
batch-2-R000081,BATCH-2-CLM-0000079,none
batch-2-R000082,BATCH-2-CLM-0000080,none
batch-2-R000083,BATCH-2-CLM-0000081,none
batch-2-R000084,BATCH-2-CLM-0000082,none
batch-2-R000085,BATCH-2-CLM-0000083,none
batch-2-R000086,BATCH-2-CLM-0000084,none
batch-2-R000087,BATCH-2-CLM-0000085,none
batch-2-R000088,BATCH-2-CLM-0000086,none
batch-2-R000089,BATCH-2-CLM-0000087,none
batch-2-R000090,BATCH-2-CLM-0000088,none
batch-2-R000091,BATCH-2-CLM-0000089,none
batch-2-R000092,BATCH-2-CLM-0000090,none
batch-2-R000093,BATCH-2-CLM-0000091,none
batch-2-R000094,BATCH-2-CLM-0000092,none
batch-2-R000095,BATCH-2-CLM-0000093,none
batch-2-R000096,BATCH-2-CLM-0000094,none
batch-2-R000097,BATCH-2-CLM-0000095,none
batch-2-R000098,BATCH-2-CLM-0000096,none
batch-2-R000099,BATCH-2-CLM-0000097,none
batch-2-R000100,BATCH-2-CLM-0000098,none
batch-2-R000101,BATCH-2-CLM-0000099,none
batch-2-R000102,BATCH-2-CLM-0000100,none
batch-2-R000103,BATCH-2-CLM-0000101,none
batch-2-R000104,BATCH-2-CLM-0000102,none
batch-2-R000105,BATCH-2-CLM-0000103,none
batch-2-R000106,BATCH-2-CLM-0000104,none
batch-2-R000107,BATCH-2-CLM-0000105,none
batch-2-R000108,BATCH-2-CLM-0000106,none
batch-2-R000109,BATCH-2-CLM-0000107,none
batch-2-R000110,BATCH-2-CLM-0000108,none
batch-2-R000111,BATCH-2-CLM-0000077,none
batch-2-R000112,BATCH-2-CLM-0000088,none
batch-2-R000113,BATCH-2-CLM-0000109,none
batch-2-R000114,BATCH-2-CLM-0000110,none
batch-2-R000115,BATCH-2-CLM-0000111,none
batch-2-R000116,BATCH-2-CLM-0000112,none
batch-2-R000117,BATCH-2-CLM-0000113,none
batch-2-R000118,BATCH-2-CLM-0000114,none
batch-2-R000119,BATCH-2-CLM-0000115,none
batch-2-R000120,BATCH-2-CLM-0000116,none
batch-2-R000121,BATCH-2-CLM-0000117,none
batch-2-R000122,BATCH-2-CLM-0000118,none
batch-2-R000123,BATCH-2-CLM-0000119,none
batch-2-R000124,BATCH-2-CLM-0000120,none
batch-2-R000125,BATCH-2-CLM-0000121,none
batch-2-R000126,BATCH-2-CLM-0000122,none
batch-2-R000127,BATCH-2-CLM-0000123,none
batch-2-R000128,BATCH-2-CLM-0000124,none
batch-2-R000129,BATCH-2-CLM-0000125,none
batch-2-R000130,BATCH-2-CLM-0000126,none
batch-2-R000131,BATCH-2-CLM-0000127,none
batch-2-R000132,BATCH-2-CLM-0000128,none
batch-2-R000133,BATCH-2-CLM-0000129,none
batch-2-R000134,BATCH-2-CLM-0000130,none
batch-2-R000135,BATCH-2-CLM-0000131,none
batch-2-R000136,BATCH-2-CLM-0000132,none
batch-2-R000137,BATCH-2-CLM-0000133,none
batch-2-R000138,BATCH-2-CLM-0000134,none
batch-2-R000139,BATCH-2-CLM-0000135,none
batch-2-R000140,BATCH-2-CLM-0000136,none
batch-2-R000141,BATCH-2-CLM-0000137,none
batch-2-R000142,BATCH-2-CLM-0000138,none
batch-2-R000143,BATCH-2-CLM-0000139,none
batch-2-R000144,BATCH-2-CLM-0000140,none
batch-2-R000145,BATCH-2-CLM-0000141,none
batch-2-R000146,BATCH-2-CLM-0000142,none
batch-2-R000147,BATCH-2-CLM-0000143,none
batch-2-R000148,BATCH-2-CLM-0000144,none
batch-2-R000149,BATCH-2-CLM-0000145,none
batch-2-R000150,BATCH-2-CLM-0000146,none
batch-2-R000151,BATCH-2-CLM-0000147,none
batch-2-R000152,BATCH-2-CLM-0000148,none
batch-2-R000153,BATCH-2-CLM-0000149,none
batch-2-R000154,BATCH-2-CLM-0000150,none
batch-2-R000155,BATCH-2-CLM-0000151,none
batch-2-R000156,BATCH-2-CLM-0000152,none
batch-2-R000157,BATCH-2-CLM-0000153,none
batch-2-R000158,BATCH-2-CLM-0000154,none
batch-2-R000159,BATCH-2-CLM-0000155,none
batch-2-R000160,BATCH-2-CLM-0000156,none
batch-2-R000161,BATCH-2-CLM-0000157,none
batch-2-R000162,BATCH-2-CLM-0000158,none
batch-2-R000163,BATCH-2-CLM-0000159,none
batch-2-R000164,BATCH-2-CLM-0000160,none
batch-2-R000165,BATCH-2-CLM-0000161,none
batch-2-R000166,BATCH-2-CLM-0000162,none
batch-2-R000167,BATCH-2-CLM-0000163,none
batch-2-R000168,BATCH-2-CLM-0000164,none
batch-2-R000169,BATCH-2-CLM-0000165,none
batch-2-R000170,BATCH-2-CLM-0000166,none
batch-2-R000171,BATCH-2-CLM-0000167,none
batch-2-R000172,BATCH-2-CLM-0000168,none
batch-2-R000173,BATCH-2-CLM-0000169,none
batch-2-R000174,BATCH-2-CLM-0000170,none
batch-2-R000175,BATCH-2-CLM-0000171,none
batch-2-R000176,BATCH-2-CLM-0000172,none
batch-2-R000177,BATCH-2-CLM-0000173,none
batch-2-R000178,BATCH-2-CLM-0000174,none
batch-2-R000179,BATCH-2-CLM-0000175,none
batch-2-R000180,BATCH-2-CLM-0000176,none
batch-2-R000181,BATCH-2-CLM-0000111,none
batch-2-R000182,BATCH-2-CLM-0000122,none
batch-2-R000183,BATCH-2-CLM-0000177,none
batch-2-R000184,BATCH-2-CLM-0000178,none
batch-2-R000185,BATCH-2-CLM-0000179,none
batch-2-R000186,BATCH-2-CLM-0000180,none
batch-2-R000187,BATCH-2-CLM-0000181,none
batch-2-R000188,BATCH-2-CLM-0000182,none
batch-2-R000189,BATCH-2-CLM-0000183,none
batch-2-R000190,BATCH-2-CLM-0000184,none
batch-2-R000191,BATCH-2-CLM-0000185,none
batch-2-R000192,BATCH-2-CLM-0000186,none
batch-2-R000193,BATCH-2-CLM-0000187,none
batch-2-R000194,BATCH-2-CLM-0000188,none
batch-2-R000195,BATCH-2-CLM-0000189,none
batch-2-R000196,BATCH-2-CLM-0000190,none
batch-2-R000197,BATCH-2-CLM-0000191,none
batch-2-R000198,BATCH-2-CLM-0000192,none
batch-2-R000199,BATCH-2-CLM-0000193,none
batch-2-R000200,BATCH-2-CLM-0000194,none
batch-2-R000201,BATCH-2-CLM-0000195,none
batch-2-R000202,BATCH-2-CLM-0000196,none
batch-2-R000203,BATCH-2-CLM-0000197,none
batch-2-R000204,BATCH-2-CLM-0000198,none
batch-2-R000205,BATCH-2-CLM-0000199,none
batch-2-R000206,BATCH-2-CLM-0000200,none
batch-2-R000207,BATCH-2-CLM-0000201,none
batch-2-R000208,BATCH-2-CLM-0000202,none
batch-2-R000209,BATCH-2-CLM-0000203,none
batch-2-R000210,BATCH-2-CLM-0000204,none
batch-2-R000211,BATCH-2-CLM-0000205,none
batch-2-R000212,BATCH-2-CLM-0000206,none
batch-2-R000213,BATCH-2-CLM-0000207,none
batch-2-R000214,BATCH-2-CLM-0000208,none
batch-2-R000215,BATCH-2-CLM-0000209,none
batch-2-R000216,BATCH-2-CLM-0000210,none
batch-2-R000217,BATCH-2-CLM-0000211,none
batch-2-R000218,BATCH-2-CLM-0000212,none
batch-2-R000219,BATCH-2-CLM-0000213,none
batch-2-R000220,BATCH-2-CLM-0000214,none
batch-2-R000221,BATCH-2-CLM-0000215,none
batch-2-R000222,BATCH-2-CLM-0000216,none
batch-2-R000223,BATCH-2-CLM-0000217,none
batch-2-R000224,BATCH-2-CLM-0000218,none
batch-2-R000225,BATCH-2-CLM-0000219,none
batch-2-R000226,BATCH-2-CLM-0000220,none
batch-2-R000227,BATCH-2-CLM-0000221,none
batch-2-R000228,BATCH-2-CLM-0000222,none
batch-2-R000229,BATCH-2-CLM-0000223,none
batch-2-R000230,BATCH-2-CLM-0000222,none
batch-2-R000231,BATCH-2-CLM-0000182,none
batch-2-R000232,BATCH-2-CLM-0000224,none
batch-2-R000233,BATCH-2-CLM-0000225,none
batch-2-R000234,BATCH-2-CLM-0000226,none
batch-2-R000235,BATCH-2-CLM-0000227,none
batch-2-R000236,BATCH-2-CLM-0000228,none
batch-2-R000237,BATCH-2-CLM-0000229,none
batch-2-R000238,BATCH-2-CLM-0000230,none
batch-2-R000239,BATCH-2-CLM-0000231,none
batch-2-R000240,BATCH-2-CLM-0000232,none
batch-2-R000241,BATCH-2-CLM-0000233,none
batch-2-R000242,BATCH-2-CLM-0000234,none
batch-2-R000243,BATCH-2-CLM-0000235,none
batch-2-R000244,BATCH-2-CLM-0000236,none
batch-2-R000245,BATCH-2-CLM-0000237,none
batch-2-R000246,BATCH-2-CLM-0000238,none
batch-2-R000247,BATCH-2-CLM-0000239,none
batch-2-R000248,BATCH-2-CLM-0000240,none
batch-2-R000249,BATCH-2-CLM-0000241,none
batch-2-R000250,BATCH-2-CLM-0000242,none
batch-2-R000251,BATCH-2-CLM-0000243,none
batch-2-R000252,BATCH-2-CLM-0000244,none
batch-2-R000253,BATCH-2-CLM-0000245,none
batch-2-R000254,BATCH-2-CLM-0000246,none
batch-2-R000255,BATCH-2-CLM-0000247,none
batch-2-R000256,BATCH-2-CLM-0000248,none
batch-2-R000257,BATCH-2-CLM-0000249,none
batch-2-R000258,BATCH-2-CLM-0000250,none
batch-2-R000259,BATCH-2-CLM-0000251,none
batch-2-R000260,BATCH-2-CLM-0000252,none
batch-2-R000261,BATCH-2-CLM-0000253,none
batch-2-R000262,BATCH-2-CLM-0000254,none
batch-2-R000263,BATCH-2-CLM-0000255,none
batch-2-R000264,BATCH-2-CLM-0000256,none
batch-2-R000265,BATCH-2-CLM-0000257,none
batch-2-R000266,BATCH-2-CLM-0000258,none
batch-2-R000267,BATCH-2-CLM-0000259,none
batch-2-R000268,BATCH-2-CLM-0000260,none
batch-2-R000269,BATCH-2-CLM-0000261,none
batch-2-R000270,BATCH-2-CLM-0000262,none
batch-2-R000271,BATCH-2-CLM-0000263,none
batch-2-R000272,BATCH-2-CLM-0000264,none
batch-2-R000273,BATCH-2-CLM-0000265,none
batch-2-R000274,BATCH-2-CLM-0000266,none
batch-2-R000275,BATCH-2-CLM-0000267,none
batch-2-R000276,BATCH-2-CLM-0000268,none
batch-2-R000277,BATCH-2-CLM-0000269,none
batch-2-R000278,BATCH-2-CLM-0000270,none
batch-2-R000279,BATCH-2-CLM-0000271,none
batch-2-R000280,BATCH-2-CLM-0000272,none
batch-2-R000281,BATCH-2-CLM-0000273,none
batch-2-R000282,BATCH-2-CLM-0000274,none
batch-2-R000283,BATCH-2-CLM-0000275,none
batch-2-R000284,BATCH-2-CLM-0000276,none
batch-2-R000285,BATCH-2-CLM-0000277,none
batch-2-R000286,BATCH-2-CLM-0000278,none
batch-2-R000287,BATCH-2-CLM-0000279,none
batch-2-R000288,BATCH-2-CLM-0000245,none
batch-2-R000289,BATCH-2-CLM-0000225,none
batch-2-R000290,BATCH-2-CLM-0000259,none
batch-2-R000291,BATCH-2-CLM-0000240,duplicate_spike
batch-2-R000292,BATCH-2-CLM-0000238,duplicate_spike
batch-2-R000293,BATCH-2-CLM-0000266,duplicate_spike
batch-2-R000294,BATCH-2-CLM-0000246,duplicate_spike
batch-2-R000295,BATCH-2-CLM-0000263,duplicate_spike
batch-2-R000296,BATCH-2-CLM-0000260,duplicate_spike
batch-2-R000297,BATCH-2-CLM-0000269,duplicate_spike
batch-2-R000298,BATCH-2-CLM-0000271,duplicate_spike
batch-2-R000299,BATCH-2-CLM-0000242,duplicate_spike
batch-2-R000300,BATCH-2-CLM-0000248,duplicate_spike
batch-2-R000301,BATCH-2-CLM-0000278,duplicate_spike
batch-2-R000302,BATCH-2-CLM-0000245,duplicate_spike
batch-2-R000303,BATCH-2-CLM-0000251,duplicate_spike
batch-2-R000304,BATCH-2-CLM-0000279,duplicate_spike
batch-2-R000305,BATCH-2-CLM-0000265,duplicate_spike
batch-2-R000306,BATCH-2-CLM-0000277,duplicate_spike
batch-2-R000307,BATCH-2-CLM-0000225,duplicate_spike
batch-2-R000308,BATCH-2-CLM-0000257,duplicate_spike
batch-2-R000309,BATCH-2-CLM-0000252,duplicate_spike
batch-2-R000310,BATCH-2-CLM-0000267,duplicate_spike
batch-2-R000311,BATCH-2-CLM-0000276,duplicate_spike
batch-2-R000312,BATCH-2-CLM-0000245,duplicate_spike
batch-2-R000313,BATCH-2-CLM-0000254,duplicate_spike
batch-2-R000314,BATCH-2-CLM-0000258,duplicate_spike
batch-2-R000315,BATCH-2-CLM-0000241,duplicate_spike
batch-2-R000316,BATCH-2-CLM-0000268,duplicate_spike
batch-2-R000317,BATCH-2-CLM-0000261,duplicate_spike
batch-2-R000318,BATCH-2-CLM-0000244,duplicate_spike
batch-2-R000319,BATCH-2-CLM-0000275,duplicate_spike
batch-2-R000320,BATCH-2-CLM-0000235,duplicate_spike
batch-2-R000321,BATCH-2-CLM-0000249,duplicate_spike
batch-2-R000322,BATCH-2-CLM-0000259,duplicate_spike
batch-2-R000323,BATCH-2-CLM-0000253,duplicate_spike
batch-2-R000324,BATCH-2-CLM-0000250,duplicate_spike
batch-2-R000325,BATCH-2-CLM-0000273,duplicate_spike
batch-2-R000326,BATCH-2-CLM-0000280,none
batch-2-R000327,BATCH-2-CLM-0000281,none
batch-2-R000328,BATCH-2-CLM-0000282,none
batch-2-R000329,BATCH-2-CLM-0000283,none
batch-2-R000330,BATCH-2-CLM-0000284,none
batch-2-R000331,BATCH-2-CLM-0000285,none
batch-2-R000332,BATCH-2-CLM-0000286,none
batch-2-R000333,BATCH-2-CLM-0000287,none
batch-2-R000334,BATCH-2-CLM-0000288,none
batch-2-R000335,BATCH-2-CLM-0000289,none
batch-2-R000336,BATCH-2-CLM-0000290,none
batch-2-R000337,BATCH-2-CLM-0000291,none
batch-2-R000338,BATCH-2-CLM-0000292,none
batch-2-R000339,BATCH-2-CLM-0000293,none
batch-2-R000340,BATCH-2-CLM-0000294,none
batch-2-R000341,BATCH-2-CLM-0000295,none
batch-2-R000342,BATCH-2-CLM-0000296,none
batch-2-R000343,BATCH-2-CLM-0000297,none
batch-2-R000344,BATCH-2-CLM-0000298,none
batch-2-R000345,BATCH-2-CLM-0000299,none
batch-2-R000346,BATCH-2-CLM-0000300,none
batch-2-R000347,BATCH-2-CLM-0000301,none
batch-2-R000348,BATCH-2-CLM-0000302,none
batch-2-R000349,BATCH-2-CLM-0000303,none
batch-2-R000350,BATCH-2-CLM-0000304,none
batch-2-R000351,BATCH-2-CLM-0000305,none
batch-2-R000352,BATCH-2-CLM-0000306,none
batch-2-R000353,BATCH-2-CLM-0000307,none
batch-2-R000354,BATCH-2-CLM-0000308,none
batch-2-R000355,BATCH-2-CLM-0000309,none
batch-2-R000356,BATCH-2-CLM-0000310,none
batch-2-R000357,BATCH-2-CLM-0000311,none
batch-2-R000358,BATCH-2-CLM-0000312,none
batch-2-R000359,BATCH-2-CLM-0000313,none
batch-2-R000360,BATCH-2-CLM-0000314,none
batch-2-R000361,BATCH-2-CLM-0000315,none
batch-2-R000362,BATCH-2-CLM-0000316,none
batch-2-R000363,BATCH-2-CLM-0000317,none
batch-2-R000364,BATCH-2-CLM-0000318,none
batch-2-R000365,BATCH-2-CLM-0000319,none
batch-2-R000366,BATCH-2-CLM-0000320,none
batch-2-R000367,BATCH-2-CLM-0000321,none
batch-2-R000368,BATCH-2-CLM-0000322,none
batch-2-R000369,BATCH-2-CLM-0000323,none
batch-2-R000370,BATCH-2-CLM-0000324,none
batch-2-R000371,BATCH-2-CLM-0000325,none
batch-2-R000372,BATCH-2-CLM-0000326,none
batch-2-R000373,BATCH-2-CLM-0000327,none
batch-2-R000374,BATCH-2-CLM-0000328,none
batch-2-R000375,BATCH-2-CLM-0000329,none
batch-2-R000376,BATCH-2-CLM-0000330,none
batch-2-R000377,BATCH-2-CLM-0000331,none
batch-2-R000378,BATCH-2-CLM-0000332,none
batch-2-R000379,BATCH-2-CLM-0000333,none
batch-2-R000380,BATCH-2-CLM-0000334,none
batch-2-R000381,BATCH-2-CLM-0000335,none
batch-2-R000382,BATCH-2-CLM-0000336,none
batch-2-R000383,BATCH-2-CLM-0000337,none
batch-2-R000384,BATCH-2-CLM-0000325,none
batch-2-R000385,BATCH-2-CLM-0000318,none
batch-2-R000386,BATCH-2-CLM-0000337,duplicate_spike
batch-2-R000387,BATCH-2-CLM-0000329,duplicate_spike
batch-2-R000388,BATCH-2-CLM-0000284,duplicate_spike
batch-2-R000389,BATCH-2-CLM-0000292,duplicate_spike
batch-2-R000390,BATCH-2-CLM-0000295,duplicate_spike
batch-2-R000391,BATCH-2-CLM-0000310,duplicate_spike
batch-2-R000392,BATCH-2-CLM-0000317,duplicate_spike
batch-2-R000393,BATCH-2-CLM-0000327,duplicate_spike
batch-2-R000394,BATCH-2-CLM-0000328,duplicate_spike
batch-2-R000395,BATCH-2-CLM-0000333,duplicate_spike
batch-2-R000396,BATCH-2-CLM-0000309,duplicate_spike
batch-2-R000397,BATCH-2-CLM-0000280,duplicate_spike
batch-2-R000398,BATCH-2-CLM-0000334,duplicate_spike
batch-2-R000399,BATCH-2-CLM-0000290,duplicate_spike
batch-2-R000400,BATCH-2-CLM-0000286,duplicate_spike
batch-2-R000401,BATCH-2-CLM-0000324,duplicate_spike
batch-2-R000402,BATCH-2-CLM-0000315,duplicate_spike
batch-2-R000403,BATCH-2-CLM-0000318,duplicate_spike
batch-2-R000404,BATCH-2-CLM-0000300,duplicate_spike
batch-2-R000405,BATCH-2-CLM-0000307,duplicate_spike
batch-2-R000406,BATCH-2-CLM-0000316,duplicate_spike
batch-2-R000407,BATCH-2-CLM-0000297,duplicate_spike
batch-2-R000408,BATCH-2-CLM-0000311,duplicate_spike
batch-2-R000409,BATCH-2-CLM-0000287,duplicate_spike
batch-2-R000410,BATCH-2-CLM-0000285,duplicate_spike
batch-2-R000411,BATCH-2-CLM-0000325,duplicate_spike
batch-2-R000412,BATCH-2-CLM-0000308,duplicate_spike
batch-2-R000413,BATCH-2-CLM-0000312,duplicate_spike
batch-2-R000414,BATCH-2-CLM-0000283,duplicate_spike
batch-2-R000415,BATCH-2-CLM-0000296,duplicate_spike
batch-2-R000416,BATCH-2-CLM-0000293,duplicate_spike
batch-2-R000417,BATCH-2-CLM-0000304,duplicate_spike
batch-2-R000418,BATCH-2-CLM-0000313,duplicate_spike
batch-2-R000419,BATCH-2-CLM-0000319,duplicate_spike
batch-2-R000420,BATCH-2-CLM-0000318,duplicate_spike
batch-2-R000421,BATCH-2-CLM-0000322,duplicate_spike
batch-2-R000422,BATCH-2-CLM-0000298,duplicate_spike
batch-2-R000423,BATCH-2-CLM-0000314,duplicate_spike
batch-2-R000424,BATCH-2-CLM-0000294,duplicate_spike
batch-2-R000425,BATCH-2-CLM-0000288,duplicate_spike
batch-2-R000426,BATCH-2-CLM-0000301,duplicate_spike
batch-2-R000427,BATCH-2-CLM-0000291,duplicate_spike
batch-2-R000428,BATCH-2-CLM-0000289,duplicate_spike
batch-2-R000429,BATCH-2-CLM-0000320,duplicate_spike
batch-2-R000430,BATCH-2-CLM-0000330,duplicate_spike
batch-2-R000431,BATCH-2-CLM-0000323,duplicate_spike
batch-2-R000432,BATCH-2-CLM-0000336,duplicate_spike
batch-2-R000433,BATCH-2-CLM-0000321,duplicate_spike
batch-2-R000434,BATCH-2-CLM-0000332,duplicate_spike
batch-2-R000435,BATCH-2-CLM-0000305,duplicate_spike
batch-2-R000436,BATCH-2-CLM-0000299,duplicate_spike
batch-2-R000437,BATCH-2-CLM-0000338,none
batch-2-R000438,BATCH-2-CLM-0000339,none
batch-2-R000439,BATCH-2-CLM-0000340,none
batch-2-R000440,BATCH-2-CLM-0000341,none
batch-2-R000441,BATCH-2-CLM-0000342,none
batch-2-R000442,BATCH-2-CLM-0000343,none
batch-2-R000443,BATCH-2-CLM-0000344,none
batch-2-R000444,BATCH-2-CLM-0000345,none
batch-2-R000445,BATCH-2-CLM-0000346,none
batch-2-R000446,BATCH-2-CLM-0000347,none
batch-2-R000447,BATCH-2-CLM-0000348,none
batch-2-R000448,BATCH-2-CLM-0000349,none
batch-2-R000449,BATCH-2-CLM-0000350,none
batch-2-R000450,BATCH-2-CLM-0000351,none
batch-2-R000451,BATCH-2-CLM-0000352,none
batch-2-R000452,BATCH-2-CLM-0000353,none
batch-2-R000453,BATCH-2-CLM-0000354,none
batch-2-R000454,BATCH-2-CLM-0000355,none
batch-2-R000455,BATCH-2-CLM-0000356,none
batch-2-R000456,BATCH-2-CLM-0000357,none
batch-2-R000457,BATCH-2-CLM-0000358,none
batch-2-R000458,BATCH-2-CLM-0000359,none
batch-2-R000459,BATCH-2-CLM-0000360,none
batch-2-R000460,BATCH-2-CLM-0000361,none
batch-2-R000461,BATCH-2-CLM-0000362,none
batch-2-R000462,BATCH-2-CLM-0000363,none
